TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513763584812;1513763584829;1513763564596;1513763564656;.png;43574;17;60
1513763585848;1513763585870;1513763565644;1513763565676;.png;60606;22;32
1513763586893;1513763586911;1513763566697;1513763566731;.png;62303;18;34
1513763587930;1513763587951;1513763567731;1513763567761;.png;62372;21;30
1513763588975;1513763588998;1513763568771;1513763568808;.png;69598;23;37
1513763590015;1513763590057;1513763569811;1513763569855;.png;78311;42;44
1513763591073;1513763591098;1513763570878;1513763570907;.png;81702;25;29
1513763592119;1513763592139;1513763571911;1513763571942;.png;86564;20;31
1513763593155;1513763593232;1513763573009;1513763573030;.pdf;107050;77;21
1513763594254;1513763594359;1513763574047;1513763574159;.png;124105;105;112
1513763595365;1513763595528;1513763575160;1513763575326;.pdf;321740;163;166
1513763596532;1513763596705;1513763576328;1513763576507;.pdf;405687;173;179
1513763597723;1513763597806;1513763577518;1513763577607;.pdf;463639;83;89
1513763598837;1513763598980;1513763578619;1513763578777;.mp4;478886;143;158
1513763599997;1513763600117;1513763579799;1513763579922;.pdf;573824;120;123
1513763601133;1513763601277;1513763580929;1513763581077;.mp4;603517;144;148
1513763602298;1513763602453;1513763582090;1513763582253;.png;848806;155;163
1513763603468;1513763603660;1513763583266;1513763583459;.pdf;1009014;192;193
1513763604676;1513763604875;1513763584477;1513763584687;.pdf;1084673;199;210
1513763605893;1513763606241;1513763585692;1513763586066;.mp4;2232746;348;374
1513763607256;1513763607676;1513763587057;1513763587530;.pdf;2459010;420;473
1513763608683;1513763609504;1513763588478;1513763589322;.mp3;3363260;821;844
1513763610528;1513763611071;1513763590321;1513763590886;.pdf;3409257;543;565
1513763612090;1513763612813;1513763591890;1513763592629;.mp3;4846713;723;739
1513763613829;1513763614493;1513763593625;1513763594311;.mp3;4905254;664;686
1513763615511;1513763616235;1513763595306;1513763596052;.mp3;5178593;724;746
1513763617257;1513763618086;1513763597047;1513763597908;.mp3;5963776;829;861
1513763619107;1513763620206;1513763598898;1513763600014;.mp3;6897963;1099;1116
1513763621223;1513763622220;1513763601016;1513763602039;.pdf;6947882;997;1023
1513763623240;1513763624402;1513763603031;1513763604213;.mp3;7522076;1162;1182
1513763625422;1513763626502;1513763605228;1513763606327;.mp3;7700653;1080;1099
1513763627517;1513763628619;1513763607311;1513763608442;.mp4;7953382;1102;1131
1513763629635;1513763630771;1513763609432;1513763610591;.mp3;8012705;1136;1159
1513763631789;1513763632973;1513763611586;1513763612788;.mp4;8297488;1184;1202
1513763633991;1513763635499;1513763613787;1513763615317;.mp3;9945088;1508;1530
1513763636519;1513763671966;1513763616313;1513763651781;.iso;238026752;35447;35468
1513763672987;1513763767664;1513763652778;1513763747486;.iso;647823360;94677;94708
